Match ID,Date,Venue,Team1,Team2,Toss winner,Toss decision,Stage,First innings score,First innings wicket,Second innings score,Second innings wicket,Match winner,Won by,Margin,Player of the match,year
824,10-11-2020,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Mumbai Indians,Delhi Capitals,Bat,Final,156.0,7.0,157.0,5.0,Mumbai Indians,Wickets,5.0,Trent Boult,2020
825,09-04-2021,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,159.0,9.0,160.0,8.0,Royal Challengers Bangalore,Wickets,2.0,Harshal Patel,2021
826,10-04-2021,"Wankhede Stadium, Mumbai",Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Group,188.0,7.0,190.0,3.0,Delhi Capitals,Wickets,7.0,Shikhar Dhawan,2021
827,11-04-2021,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,187.0,6.0,177.0,5.0,Kolkata Knight Riders,Runs,10.0,Nitish Rana,2021
828,12-04-2021,"Wankhede Stadium, Mumbai",Punjab Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,221.0,6.0,217.0,7.0,Punjab Kings,Runs,4.0,Sanju Samson,2021
829,13-04-2021,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,152.0,10.0,142.0,7.0,Mumbai Indians,Runs,10.0,Rahul Chahar,2021
830,14-04-2021,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,149.0,8.0,143.0,9.0,Royal Challengers Bangalore,Runs,6.0,Glenn Maxwell,2021
831,15-04-2021,"Wankhede Stadium, Mumbai",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field,Group,147.0,8.0,150.0,7.0,Rajasthan Royals,Wickets,3.0,Jaydev Unadkat,2021
832,16-04-2021,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings,Chennai Super Kings,Field,Group,106.0,8.0,107.0,4.0,Chennai Super Kings,Wickets,6.0,Deepak Chahar,2021
833,17-04-2021,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Group,150.0,5.0,137.0,10.0,Mumbai Indians,Runs,13.0,Kieron Pollard,2021
834,18-04-2021,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Bat,Group,204.0,4.0,166.0,8.0,Royal Challengers Bangalore,Runs,38.0,AB de Villiers,2021
835,18-04-2021,"Wankhede Stadium, Mumbai",Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Group,195.0,4.0,198.0,4.0,Delhi Capitals,Wickets,6.0,Shikhar Dhawan,2021
836,19-04-2021,"Wankhede Stadium, Mumbai",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,188.0,9.0,143.0,9.0,Chennai Super Kings,Runs,45.0,Moeen Ali,2021
837,20-04-2021,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Delhi Capitals,Mumbai Indians,Bat,Group,137.0,9.0,138.0,4.0,Delhi Capitals,Wickets,6.0,Amit Mishra,2021
838,21-04-2021,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Bat,Group,120.0,10.0,121.0,1.0,Sunrisers Hyderabad,Wickets,9.0,Jonny Bairstow,2021
839,21-04-2021,"Wankhede Stadium, Mumbai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,220.0,3.0,202.0,10.0,Chennai Super Kings,Runs,18.0,Faf du Plessis,2021
840,22-04-2021,"Wankhede Stadium, Mumbai",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,177.0,9.0,181.0,0.0,Royal Challengers Bangalore,Wickets,10.0,Devdutt Padikkal,2021
841,23-04-2021,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Punjab Kings,Punjab Kings,Field,Group,131.0,6.0,132.0,1.0,Punjab Kings,Wickets,9.0,K. L. Rahul,2021
842,24-04-2021,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,133.0,9.0,134.0,4.0,Rajasthan Royals,Wickets,6.0,Chris Morris,2021
843,25-04-2021,"Wankhede Stadium, Mumbai",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Bat,Group,191.0,4.0,122.0,9.0,Chennai Super Kings,Runs,69.0,Ravindra Jadeja,2021
845,26-04-2021,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,123.0,9.0,126.0,5.0,Kolkata Knight Riders,Wickets,5.0,Eoin Morgan,2021
846,27-04-2021,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Field,Group,171.0,5.0,170.0,4.0,Royal Challengers Bangalore,Runs,1.0,AB de Villiers,2021
847,28-04-2021,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Bat,Group,171.0,3.0,173.0,3.0,Chennai Super Kings,Wickets,7.0,Ruturaj Gaikwad,2021
848,29-04-2021,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Group,171.0,4.0,172.0,3.0,Mumbai Indians,Wickets,7.0,Quinton de Kock,2021
849,29-04-2021,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Group,154.0,6.0,156.0,3.0,Delhi Capitals,Wickets,7.0,Prithvi Shaw,2021
850,30-04-2021,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,179.0,5.0,145.0,8.0,Punjab Kings,Runs,34.0,Harpreet Brar,2021
851,01-05-2021,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,218.0,4.0,219.0,6.0,Mumbai Indians,Wickets,4.0,Kieron Pollard,2021
852,02-05-2021,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,220.0,3.0,165.0,8.0,Rajasthan Royals,Runs,55.0,Jos Buttler,2021
853,02-05-2021,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Group,166.0,6.0,167.0,3.0,Delhi Capitals,Wickets,7.0,Mayank Agarwal,2021
854,19-09-2021,"Dubai International Cricket Stadium, Dubai",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Group,156.0,6.0,136.0,8.0,Chennai Super Kings,Runs,20.0,Ruturaj Gaikwad,2021
855,20-09-2021,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Bat,Group,92.0,10.0,94.0,1.0,Kolkata Knight Riders,Wickets,9.0,Varun Chakravarthy,2021
856,21-09-2021,"Dubai International Cricket Stadium, Dubai",Rajasthan Royals,Punjab Kings,Punjab Kings,Field,Group,185.0,10.0,183.0,4.0,Rajasthan Royals,Runs,2.0,Kartik Tyagi,2021
857,22-09-2021,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Bat,Group,134.0,9.0,139.0,2.0,Delhi Capitals,Wickets,8.0,Anrich Nortje,2021
858,23-09-2021,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,155.0,6.0,159.0,3.0,Kolkata Knight Riders,Wickets,7.0,Sunil Narine,2021
859,24-09-2021,"Sharjah Cricket Stadium, Sharjah",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Group,156.0,6.0,157.0,4.0,Chennai Super Kings,Wickets,6.0,Dwayne Bravo,2021
860,25-09-2021,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field,Group,154.0,6.0,121.0,6.0,Delhi Capitals,Runs,33.0,Shreyas Iyer,2021
861,25-09-2021,"Sharjah Cricket Stadium, Sharjah",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,125.0,7.0,120.0,7.0,Punjab Kings,Runs,5.0,Jason Holder,2021
862,26-09-2021,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Group,171.0,6.0,172.0,8.0,Chennai Super Kings,Wickets,2.0,Ravindra Jadeja,2021
863,26-09-2021,"Dubai International Cricket Stadium, Dubai",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,165.0,6.0,111.0,10.0,Royal Challengers Bangalore,Runs,54.0,Glenn Maxwell,2021
864,27-09-2021,"Dubai International Cricket Stadium, Dubai",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Bat,Group,164.0,5.0,167.0,3.0,Sunrisers Hyderabad,Wickets,7.0,Jason Roy,2021
865,28-09-2021,"Sharjah Cricket Stadium, Sharjah",Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,127.0,9.0,130.0,7.0,Kolkata Knight Riders,Wickets,3.0,Sunil Narine,2021
866,28-09-2021,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Punjab Kings,Mumbai Indians,Mumbai Indians,Field,Group,135.0,6.0,137.0,4.0,Mumbai Indians,Wickets,6.0,Kieron Pollard,2021
867,29-09-2021,"Dubai International Cricket Stadium, Dubai",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,149.0,9.0,153.0,3.0,Royal Challengers Bangalore,Wickets,7.0,Yuzvendra Chahal,2021
868,30-09-2021,"Sharjah Cricket Stadium, Sharjah",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Group,134.0,7.0,139.0,4.0,Chennai Super Kings,Wickets,6.0,Josh Hazlewood,2021
869,01-10-2021,"Dubai International Cricket Stadium, Dubai",Kolkata Knight Riders,Punjab Kings,Punjab Kings,Field,Group,165.0,7.0,168.0,5.0,Punjab Kings,Wickets,5.0,K. L. Rahul,2021
870,02-10-2021,"Sharjah Cricket Stadium, Sharjah",Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Group,129.0,8.0,132.0,6.0,Delhi Capitals,Wickets,4.0,Axar Patel,2021
871,02-10-2021,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,189.0,4.0,190.0,3.0,Rajasthan Royals,Wickets,7.0,Ruturaj Gaikwad,2021
872,03-10-2021,"Sharjah Cricket Stadium, Sharjah",Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,Bat,Group,164.0,7.0,158.0,6.0,Royal Challengers Bangalore,Runs,6.0,Glenn Maxwell,2021
873,03-10-2021,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Group,115.0,8.0,119.0,4.0,Kolkata Knight Riders,Wickets,6.0,Shubman Gill,2021
874,04-10-2021,"Dubai International Cricket Stadium, Dubai",Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Group,136.0,5.0,139.0,7.0,Delhi Capitals,Wickets,3.0,Axar Patel,2021
875,05-10-2021,"Sharjah Cricket Stadium, Sharjah",Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Group,90.0,9.0,94.0,2.0,Mumbai Indians,Wickets,8.0,Nathan Coulter-Nile,2021
876,06-10-2021,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,141.0,7.0,137.0,6.0,Sunrisers Hyderabad,Runs,4.0,Kane Williamson,2021
877,07-10-2021,"Dubai International Cricket Stadium, Dubai",Chennai Super Kings,Punjab Kings,Punjab Kings,Field,Group,134.0,6.0,139.0,4.0,Punjab Kings,Wickets,6.0,K. L. Rahul,2021
878,07-10-2021,"Sharjah Cricket Stadium, Sharjah",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,171.0,4.0,85.0,10.0,Kolkata Knight Riders,Runs,86.0,Shivam Mavi,2021
879,08-10-2021,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Group,235.0,9.0,193.0,8.0,Mumbai Indians,Runs,42.0,Ishan Kishan,2021
880,08-10-2021,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,164.0,5.0,166.0,3.0,Royal Challengers Bangalore,Wickets,7.0,K. S. Bharat,2021
881,10-10-2021,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,Playoff,172.0,5.0,173.0,6.0,Chennai Super Kings,Wickets,4.0,Ruturaj Gaikwad,2021
882,11-10-2021,"Sharjah Cricket Stadium, Sharjah",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Bat,Playoff,138.0,7.0,139.0,6.0,Kolkata Knight Riders,Wickets,4.0,Sunil Narine,2021
883,13-10-2021,"Sharjah Cricket Stadium, Sharjah",Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Playoff,135.0,5.0,136.0,7.0,Kolkata Knight Riders,Wickets,3.0,Venkatesh Iyer,2021
884,15-10-2021,"Dubai International Cricket Stadium, Dubai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Final,192.0,3.0,165.0,9.0,Chennai Super Kings,Runs,27.0,Faf du Plessis,2021
885,26-03-2022,"Wankhede Stadium, Mumbai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,131.0,5.0,133.0,4.0,Kolkata Knight Riders,Wickets,6.0,Umesh Yadav,2022
886,27-03-2022,"Brabourne Stadium, Mumbai",Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Group,177.0,5.0,179.0,6.0,Delhi Capitals,Wickets,4.0,Kuldeep Yadav,2022
887,27-03-2022,"DY Patil Stadium, Mumbai",Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Field,Group,205.0,2.0,208.0,5.0,Punjab Kings,Wickets,5.0,Odean Smith,2022
888,28-03-2022,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Gujarat Titans,Gujarat Titans,Field,Group,158.0,6.0,161.0,5.0,Gujarat Titans,Wickets,5.0,Mohammed Shami,2022
889,29-03-2022,"MCA International Stadium, Pune",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,210.0,6.0,149.0,7.0,Rajasthan Royals,Runs,61.0,Sanju Samson,2022
890,30-03-2022,"DY Patil Stadium, Mumbai",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,128.0,10.0,132.0,7.0,Royal Challengers Bangalore,Wickets,3.0,Wanindu Hasaranga,2022
891,31-03-2022,"Brabourne Stadium, Mumbai",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Field,Group,210.0,7.0,211.0,4.0,Lucknow Super Giants,Wickets,6.0,Evin Lewis,2022
892,01-04-2022,"Wankhede Stadium, Mumbai",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,137.0,10.0,141.0,4.0,Kolkata Knight Riders,Wickets,6.0,Umesh Yadav,2022
893,02-04-2022,"DY Patil Stadium, Mumbai",Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Group,193.0,8.0,170.0,8.0,Rajasthan Royals,Runs,23.0,Jos Buttler,2022
894,02-04-2022,"MCA International Stadium, Pune",Gujarat Titans,Delhi Capitals,Delhi Capitals,Field,Group,171.0,6.0,157.0,9.0,Gujarat Titans,Runs,14.0,Lockie Ferguson,2022
895,03-04-2022,"Brabourne Stadium, Mumbai",Punjab Kings,Chennai Super Kings,Chennai Super Kings,Field,Group,180.0,8.0,126.0,10.0,Punjab Kings,Runs,54.0,Liam Livingstone,2022
896,04-04-2022,"DY Patil Stadium, Mumbai",Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,169.0,7.0,157.0,9.0,Lucknow Super Giants,Runs,12.0,Avesh Khan,2022
897,05-04-2022,"Wankhede Stadium, Mumbai",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,169.0,3.0,173.0,6.0,Royal Challengers Bangalore,Wickets,4.0,Dinesh Karthik,2022
898,06-04-2022,"MCA International Stadium, Pune",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,161.0,4.0,162.0,5.0,Kolkata Knight Riders,Wickets,5.0,Pat Cummins,2022
899,07-04-2022,"DY Patil Stadium, Mumbai",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,Field,Group,149.0,3.0,155.0,4.0,Lucknow Super Giants,Wickets,6.0,Quinton de Kock,2022
900,08-04-2022,"Brabourne Stadium, Mumbai",Punjab Kings,Gujarat Titans,Gujarat Titans,Field,Group,189.0,9.0,190.0,4.0,Gujarat Titans,Wickets,6.0,Shubman Gill,2022
901,09-04-2022,"DY Patil Stadium, Mumbai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,154.0,7.0,155.0,2.0,Sunrisers Hyderabad,Wickets,8.0,Abhishek Sharma,2022
902,09-04-2022,"MCA International Stadium, Pune",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,151.0,6.0,152.0,3.0,Royal Challengers Bangalore,Wickets,7.0,Anuj Rawat,2022
903,10-04-2022,"Brabourne Stadium, Mumbai",Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,215.0,5.0,171.0,10.0,Delhi Capitals,Runs,44.0,Kuldeep Yadav,2022
904,10-04-2022,"Wankhede Stadium, Mumbai",Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,Field,Group,165.0,6.0,162.0,8.0,Rajasthan Royals,Runs,3.0,Yuzvendra Chahal,2022
905,11-04-2022,"DY Patil Stadium, Mumbai",Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,162.0,7.0,168.0,2.0,Sunrisers Hyderabad,Wickets,8.0,Kane Williamson,2022
906,12-04-2022,"DY Patil Stadium, Mumbai",Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,216.0,4.0,193.0,9.0,Chennai Super Kings,Runs,23.0,Shivam Dube,2022
907,13-04-2022,"MCA International Stadium, Pune",Punjab Kings,Mumbai Indians,Mumbai Indians,Field,Group,198.0,5.0,186.0,9.0,Punjab Kings,Runs,12.0,Mayank Agarwal,2022
908,14-04-2022,"DY Patil Stadium, Mumbai",Gujarat Titans,Rajasthan Royals,Rajasthan Royals,Field,Group,192.0,4.0,155.0,9.0,Gujarat Titans,Runs,37.0,Hardik Pandya,2022
909,15-04-2022,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,175.0,8.0,176.0,3.0,Sunrisers Hyderabad,Wickets,7.0,Rahul Tripathi,2022
910,16-04-2022,"Brabourne Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Field,Group,199.0,4.0,181.0,9.0,Lucknow Super Giants,Runs,18.0,K. L. Rahul,2022
911,16-04-2022,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Field,Group,189.0,5.0,173.0,7.0,Royal Challengers Bangalore,Runs,16.0,Dinesh Karthik,2022
912,17-04-2022,"DY Patil Stadium, Mumbai",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,151.0,10.0,152.0,3.0,Sunrisers Hyderabad,Wickets,7.0,Umran Malik,2022
913,17-04-2022,"MCA International Stadium, Pune",Chennai Super Kings,Gujarat Titans,Gujarat Titans,Field,Group,169.0,5.0,170.0,7.0,Gujarat Titans,Wickets,3.0,David Miller,2022
914,18-04-2022,"Brabourne Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,217.0,5.0,210.0,10.0,Rajasthan Royals,Runs,7.0,Yuzvendra Chahal,2022
915,19-04-2022,"DY Patil Stadium, Mumbai",Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,Field,Group,181.0,6.0,163.0,8.0,Royal Challengers Bangalore,Runs,18.0,Faf du Plessis,2022
916,20-04-2022,"Brabourne Stadium, Mumbai",Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Group,115.0,10.0,119.0,1.0,Delhi Capitals,Wickets,9.0,Kuldeep Yadav,2022
917,21-04-2022,"DY Patil Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,155.0,7.0,156.0,7.0,Chennai Super Kings,Wickets,3.0,Mukesh Choudhary,2022
918,22-04-2022,"Wankhede Stadium, Mumbai",Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Group,222.0,2.0,207.0,8.0,Rajasthan Royals,Runs,15.0,Jos Buttler,2022
919,23-04-2022,"DY Patil Stadium, Mumbai",Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,Bat,Group,156.0,9.0,148.0,8.0,Gujarat Titans,Runs,8.0,Rashid Khan,2022
920,23-04-2022,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,68.0,10.0,72.0,1.0,Sunrisers Hyderabad,Wickets,9.0,Marco Jansen,2022
921,24-04-2022,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Field,Group,168.0,6.0,132.0,8.0,Lucknow Super Giants,Runs,36.0,K. L. Rahul,2022
922,25-04-2022,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings,Chennai Super Kings,Field,Group,187.0,4.0,176.0,6.0,Punjab Kings,Runs,11.0,Shikhar Dhawan,2022
923,26-04-2022,"MCA International Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,144.0,8.0,115.0,10.0,Rajasthan Royals,Runs,29.0,Riyan Parag,2022
924,27-04-2022,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,Field,Group,195.0,6.0,199.0,5.0,Gujarat Titans,Wickets,5.0,Umran Malik,2022
925,28-04-2022,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Group,146.0,9.0,150.0,6.0,Delhi Capitals,Wickets,4.0,Kuldeep Yadav,2022
926,29-04-2022,"MCA International Stadium, Pune",Lucknow Super Giants,Punjab Kings,Punjab Kings,Field,Group,153.0,8.0,133.0,8.0,Lucknow Super Giants,Runs,20.0,Krunal Pandya,2022
927,30-04-2022,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,Bat,Group,170.0,6.0,174.0,4.0,Gujarat Titans,Wickets,6.0,Rahul Tewatia,2022
928,30-04-2022,"DY Patil Stadium, Mumbai",Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Group,158.0,6.0,161.0,5.0,Mumbai Indians,Wickets,5.0,Suryakumar Yadav,2022
929,01-05-2022,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,Bat,Group,195.0,3.0,189.0,7.0,Lucknow Super Giants,Runs,6.0,Mohsin Khan,2022
930,01-05-2022,"MCA International Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,202.0,2.0,189.0,6.0,Chennai Super Kings,Runs,13.0,Ruturaj Gaikwad,2022
931,02-05-2022,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,152.0,5.0,158.0,3.0,Kolkata Knight Riders,Wickets,7.0,Rinku Singh,2022
932,03-05-2022,"DY Patil Stadium, Mumbai",Gujarat Titans,Punjab Kings,Gujarat Titans,Bat,Group,143.0,8.0,145.0,2.0,Punjab Kings,Wickets,8.0,Kagiso Rabada,2022
933,04-05-2022,"MCA International Stadium, Pune",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Group,173.0,8.0,160.0,8.0,Royal Challengers Bangalore,Runs,13.0,Harshal Patel,2022
934,05-05-2022,"Brabourne Stadium, Mumbai",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,207.0,3.0,186.0,8.0,Delhi Capitals,Runs,21.0,David Warner,2022
935,06-05-2022,"Brabourne Stadium, Mumbai",Mumbai Indians,Gujarat Titans,Gujarat Titans,Field,Group,177.0,6.0,172.0,5.0,Mumbai Indians,Runs,5.0,Tim David,2022
936,07-05-2022,"Wankhede Stadium, Mumbai",Punjab Kings,Rajasthan Royals,Punjab Kings,Bat,Group,189.0,5.0,190.0,4.0,Rajasthan Royals,Wickets,6.0,Yashasvi Jaiswal,2022
937,07-05-2022,"MCA International Stadium, Pune",Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,176.0,7.0,101.0,10.0,Lucknow Super Giants,Runs,75.0,Avesh Khan,2022
938,08-05-2022,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Bat,Group,192.0,3.0,125.0,10.0,Royal Challengers Bangalore,Runs,67.0,Wanindu Hasaranga,2022
939,08-05-2022,"DY Patil Stadium, Mumbai",Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Group,208.0,6.0,117.0,10.0,Chennai Super Kings,Runs,91.0,Devon Conway,2022
940,09-05-2022,"DY Patil Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,165.0,9.0,113.0,10.0,Kolkata Knight Riders,Runs,52.0,Jasprit Bumrah,2022
941,10-05-2022,"MCA International Stadium, Pune",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,Bat,Group,144.0,4.0,82.0,10.0,Gujarat Titans,Runs,62.0,Shubman Gill,2022
942,11-05-2022,"DY Patil Stadium, Mumbai",Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Group,160.0,6.0,161.0,2.0,Delhi Capitals,Wickets,8.0,Mitchell Marsh,2022
943,12-05-2022,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,97.0,10.0,103.0,5.0,Mumbai Indians,Wickets,5.0,Daniel Sams,2022
944,13-05-2022,"Brabourne Stadium, Mumbai",Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,209.0,9.0,155.0,9.0,Punjab Kings,Runs,54.0,Jonny Bairstow,2022
945,14-05-2022,"MCA International Stadium, Pune",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Bat,Group,177.0,6.0,123.0,8.0,Kolkata Knight Riders,Runs,54.0,Andre Russell,2022
946,15-05-2022,"Wankhede Stadium, Mumbai",Chennai Super Kings,Gujarat Titans,Chennai Super Kings,Bat,Group,133.0,5.0,137.0,3.0,Gujarat Titans,Wickets,7.0,Wriddhiman Saha,2022
947,15-05-2022,"Brabourne Stadium, Mumbai",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,Bat,Group,178.0,6.0,154.0,8.0,Rajasthan Royals,Runs,24.0,Trent Boult,2022
